0,44.875,79.375,500
1,44.875,79.625,500
2,44.875,79.875,500
3,44.875,80.125,500
4,44.875,80.375,500
5,44.875,80.625,500
6,44.625,80.125,500
7,44.625,80.375,500
8,44.625,80.625,500
9,43.875,84.125,500
10,43.875,84.375,500
11,43.625,84.125,500
12,43.625,84.375,500
13,43.625,84.625,500
14,43.625,84.875,500
15,43.625,85.125,500
16,43.625,85.375,500
17,43.625,86.375,500
18,43.375,84.375,500
19,43.375,84.625,500
20,43.375,84.875,500
21,43.375,85.375,500
22,43.375,86.125,500
23,43.375,86.375,500
24,43.375,86.625,500
25,43.375,86.875,500
26,43.375,87.125,500
27,43.375,87.375,500
28,43.125,85.625,500
29,43.125,85.875,500
30,43.125,86.125,500
31,43.125,86.375,500
32,43.125,86.625,500
33,43.125,86.875,500
34,43.125,87.125,500
35,43.125,94.125,500
36,43.125,94.375,500
37,43.125,94.625,500
38,42.875,76.625,500
39,42.875,76.875,500
40,42.875,77.375,500
41,42.875,82.125,500
42,42.875,82.375,500
43,42.875,82.625,500
44,42.875,82.875,500
45,42.875,83.125,500
46,42.875,83.375,500
47,42.875,84.875,500
48,42.875,85.625,500
49,42.875,86.875,500
50,42.875,87.125,500
51,42.625,79.375,500
52,42.625,81.625,500
53,42.625,81.875,500
54,42.625,82.125,500
55,42.625,82.375,500
56,42.625,82.625,500
57,42.625,82.875,500
58,42.625,83.125,500
59,42.625,83.375,500
60,42.625,83.625,500
61,42.625,87.125,500
62,42.625,87.375,500
63,42.375,73.375,500
64,42.375,73.625,500
65,42.375,74.625,500
66,42.375,74.875,500
67,42.375,75.125,500
68,42.375,78.875,500
69,42.375,79.125,500
70,42.375,79.375,500
71,42.375,79.625,500
72,42.375,79.875,500
73,42.375,80.125,500
74,42.375,80.375,500
75,42.375,80.625,500
76,42.375,80.875,500
77,42.375,81.125,500
78,42.375,81.375,500
79,42.375,81.625,500
80,42.375,81.875,500
81,42.375,82.125,500
82,42.375,83.375,500
83,42.125,71.125,500
84,42.125,71.625,500
85,42.125,73.125,500
86,42.125,73.625,500
87,42.125,74.875,500
88,42.125,76.125,500
89,42.125,78.125,500
90,42.125,78.375,500
91,42.125,78.625,500
92,42.125,78.875,500
93,42.125,79.125,500
94,42.125,79.375,500
95,42.125,79.625,500
96,42.125,79.875,500
97,42.125,80.125,500
98,42.125,80.375,500
99,42.125,80.625,500
100,42.125,80.875,500
101,42.125,81.125,500
102,42.125,81.375,500
103,42.125,81.625,500
104,41.875,75.125,500
105,41.875,75.375,500
106,41.875,76.375,500
107,41.875,76.625,500
108,41.875,76.875,500
109,41.875,77.125,500
110,41.875,77.375,500
111,41.875,77.625,500
112,41.875,77.875,500
113,41.875,78.125,500
114,41.875,78.375,500
115,41.875,78.625,500
116,41.875,78.875,500
117,41.875,79.125,500
118,41.875,79.375,500
119,41.875,79.625,500
120,41.875,79.875,500
121,41.875,80.125,500
122,41.875,80.375,500
123,41.875,80.625,500
124,41.875,80.875,500
125,41.625,76.375,500
126,41.625,76.625,500
127,41.625,76.875,500
128,41.625,77.125,500
129,41.625,77.375,500
130,41.625,77.625,500
131,41.625,77.875,500
132,41.625,78.125,500
133,41.625,78.375,500
134,41.625,78.625,500
135,41.625,78.875,500
136,41.625,79.125,500
137,41.375,76.375,500
138,41.375,76.625,500
139,41.375,76.875,500
140,41.375,77.125,500
141,41.375,77.375,500
142,41.375,77.625,500
143,41.375,77.875,500
144,41.375,78.125,500
145,41.375,78.375,500
146,41.375,78.625,500
147,41.125,76.125,500
148,41.125,76.375,500
149,41.125,76.625,500
150,41.125,76.875,500
151,41.125,77.125,500
152,41.125,77.375,500
153,41.125,77.625,500
154,41.125,77.875,500
155,41.125,78.125,500
156,41.125,78.375,500
157,40.875,74.125,500
158,40.875,74.375,500
159,40.875,74.625,500
160,40.875,74.875,500
161,40.875,75.125,500
162,40.875,75.375,500
163,40.875,75.625,500
164,40.875,75.875,500
165,40.875,76.125,500
166,40.875,76.375,500
167,40.875,76.625,500
168,40.875,76.875,500
169,40.875,77.125,500
170,40.875,77.375,500
171,40.875,77.625,500
172,40.875,77.875,500
173,40.875,78.125,500
174,40.625,74.125,500
175,40.625,74.375,500
176,40.625,74.625,500
177,40.625,74.875,500
178,40.625,75.125,500
179,40.625,75.375,500
180,40.625,75.625,500
181,40.625,75.875,500
182,40.625,76.125,500
183,40.625,76.375,500
184,40.625,76.625,500
185,40.625,76.875,500
186,40.625,77.125,500
187,40.625,77.375,500
188,40.625,77.625,500
189,40.625,77.875,500
190,40.625,78.125,500
191,40.625,78.625,500
192,40.375,74.125,500
193,40.375,74.375,500
194,40.375,74.625,500
195,40.375,74.875,500
196,40.375,75.125,500
197,40.375,75.375,500
198,40.375,75.625,500
199,40.375,75.875,500
200,40.375,76.125,500
201,40.375,76.375,500
202,40.125,73.875,500
203,40.125,74.125,500
204,40.125,74.375,500
205,40.125,74.625,500
206,40.125,74.875,500
207,40.125,75.125,500
208,40.125,75.375,500
